EVE_TITULO;EVE_DATA_INICIO;EVE_DATA_TERMINO;EVE_REPETIR;EVE_DIA;BAI_DESCRICAO;ETE_DESCRICAO;EVE_DESCRICAO_NORM
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019;2019-01-19;2019-02-24;0;*;Sítio Cercado;Verão Curitiba;brinquedos infaveis festival ferias regional bairro novono dia centro esporte lazer xapinhal recebe brinquedos infaveis festival ferias verao curitiba criancas poderao brincar divertir futebol balao inflavel alem muitos jogos diversas atividades pais filhos possam brincar juntos neste periodo ferias periodo janeiro fevereiro segunda sexta prefeitura curitiba realiza festival ferias verao espacos publicos todas regioes cidade confira locais enderecos horarios bairro centro esporte lazer xapinhal rua francisco claudino ferreira centro esporte lazer bairro novo rua ourizona rua cidadania boa vista avenida parana rua cidadania boqueirao avenida marechal floriano peixoto rua cidadania cajuru avenida prefeito mauricio fruet centro iniciacao esporte rua sebastiao ribeiro batista praca oswaldo cruz rua brigadeiro franco cras vila torres rua aquelino orestes baglioli centro esporte lazer zumbi palmares rua lothario boutin rua cidadania pinheirinho avenida winston churchill rua cidadania fazendinha rua carlos klemtz praca afonso botelho brigadeiro franco x engenheiros reboucas rua cidadania santa felicidade rua santa bertila boscardin centro esporte lazer santa rita rua carlos munhoz rocha
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019;2019-01-28;2019-01-28;0;*;Bacacheri;Verão Curitiba;brinquedos infaveis festival ferias regional boa vistano dia rua cidadania boa vista recebe brinquedos infaveis festival ferias verao curitiba criancas poderao brincar divertir futebol balao inflavel alem muitos jogos diversas atividades pais filhos possam brincar juntos neste periodo ferias periodo janeiro fevereiro segunda sexta prefeitura curitiba realiza festival ferias verao espacos publicos todas regioes cidade confira locais enderecos horarios bairro centro esporte lazer xapinhal rua francisco claudino ferreira centro esporte lazer bairro novo rua ourizona rua cidadania boa vista avenida parana rua cidadania boqueirao avenida marechal floriano peixoto rua cidadania cajuru avenida prefeito mauricio fruet centro iniciacao esporte rua sebastiao ribeiro batista praca oswaldo cruz rua brigadeiro franco cras vila torres rua aquelino orestes baglioli centro esporte lazer zumbi palmares rua lothario boutin rua cidadania pinheirinho avenida winston churchill rua cidadania fazendinha rua carlos klemtz praca afonso botelho brigadeiro franco x engenheiros reboucas rua cidadania santa felicidade rua santa bertila boscardin centro esporte lazer santa rita rua carlos munhoz rocha
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019;2019-01-29;2019-01-29;0;*;Tatuquara;Verão Curitiba;brinquedos infaveis festival ferias regional tatuquarano dia centro esporte lazer santa rita recebe brinquedos infaveis festival ferias verao curitiba criancas poderao brincar divertir futebol balao inflavel alem muitos jogos diversas atividades pais filhos possam brincar juntos neste periodo ferias periodo janeiro fevereiro segunda sexta prefeitura curitiba realiza festival ferias verao espacos publicos todas regioes cidade confira locais enderecos horarios bairro centro esporte lazer xapinhal rua francisco claudino ferreira centro esporte lazer bairro novo rua ourizona rua cidadania boa vista avenida parana rua cidadania boqueirao avenida marechal floriano peixoto rua cidadania cajuru avenida prefeito mauricio fruet centro iniciacao esporte rua sebastiao ribeiro batista praca oswaldo cruz rua brigadeiro franco cras vila torres rua aquelino orestes baglioli centro esporte lazer zumbi palmares rua lothario boutin rua cidadania pinheirinho avenida winston churchill rua cidadania fazendinha rua carlos klemtz praca afonso botelho brigadeiro franco x engenheiros reboucas rua cidadania santa felicidade rua santa bertila boscardin centro esporte lazer santa rita rua carlos munhoz rocha
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019;2019-01-30;2019-01-30;0;*;Cajuru;Verão Curitiba;brinquedos infaveis festival ferias regional cajuruno dia rua cidadania cajuru recebe brinquedos infaveis festival ferias verao curitiba criancas poderao brincar divertir futebol balao inflavel alem muitos jogos diversas atividades pais filhos possam brincar juntos neste periodo ferias periodo janeiro fevereiro segunda sexta prefeitura curitiba realiza festival ferias verao espacos publicos todas regioes cidade confira locais enderecos horarios bairro centro esporte lazer xapinhal rua francisco claudino ferreira centro esporte lazer bairro novo rua ourizona rua cidadania boa vista avenida parana rua cidadania boqueirao avenida marechal floriano peixoto rua cidadania cajuru avenida prefeito mauricio fruet centro iniciacao esporte rua sebastiao ribeiro batista praca oswaldo cruz rua brigadeiro franco cras vila torres rua aquelino orestes baglioli centro esporte lazer zumbi palmares rua lothario boutin rua cidadania pinheirinho avenida winston churchill rua cidadania fazendinha rua carlos klemtz praca afonso botelho brigadeiro franco x engenheiros reboucas rua cidadania santa felicidade rua santa bertila boscardin centro esporte lazer santa rita rua carlos munhoz rocha
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019;2019-01-31;2019-01-31;0;*;Capão Raso;Verão Curitiba;brinquedos infaveis festival ferias regional pinheirinhono dia rua cidadania pinheirinho recebe brinquedos infaveis festival ferias verao curitiba criancas poderao brincar divertir futebol balao inflavel alem muitos jogos diversas atividades pais filhos possam brincar juntos neste periodo ferias periodo janeiro fevereiro segunda sexta prefeitura curitiba realiza festival ferias verao espacos publicos todas regioes cidade confira locais enderecos horarios bairro centro esporte lazer xapinhal rua francisco claudino ferreira centro esporte lazer bairro novo rua ourizona rua cidadania boa vista avenida parana rua cidadania boqueirao avenida marechal floriano peixoto rua cidadania cajuru avenida prefeito mauricio fruet centro iniciacao esporte rua sebastiao ribeiro batista praca oswaldo cruz rua brigadeiro franco cras vila torres rua aquelino orestes baglioli centro esporte lazer zumbi palmares rua lothario boutin rua cidadania pinheirinho avenida winston churchill rua cidadania fazendinha rua carlos klemtz praca afonso botelho brigadeiro franco x engenheiros reboucas rua cidadania santa felicidade rua santa bertila boscardin centro esporte lazer santa rita rua carlos munhoz rocha
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019;2019-01-31;2019-01-31;0;*;Boqueirão;Verão Curitiba;brinquedos infaveis festival ferias regional boqueiraono dia rua cidadania boqueirao praca carmo recebe brinquedos infaveis festival ferias verao curitiba criancas poderao brincar divertir futebol balao inflavel alem muitos jogos diversas atividades pais filhos possam brincar juntos neste periodo ferias periodo janeiro fevereiro segunda sexta prefeitura curitiba realiza festival ferias verao espacos publicos todas regioes cidade confira locais enderecos horarios bairro centro esporte lazer xapinhal rua francisco claudino ferreira centro esporte lazer bairro novo rua ourizona rua cidadania boa vista avenida parana rua cidadania boqueirao avenida marechal floriano peixoto rua cidadania cajuru avenida prefeito mauricio fruet centro iniciacao esporte rua sebastiao ribeiro batista praca oswaldo cruz rua brigadeiro franco cras vila torres rua aquelino orestes baglioli centro esporte lazer zumbi palmares rua lothario boutin rua cidadania pinheirinho avenida winston churchill rua cidadania fazendinha rua carlos klemtz praca afonso botelho brigadeiro franco x engenheiros reboucas rua cidadania santa felicidade rua santa bertila boscardin centro esporte lazer santa rita rua carlos munhoz rocha
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019;2019-02-01;2019-02-01;0;*;Santa Felicidade;Verão Curitiba;brinquedos infaveis festival ferias regional santa felicidadeno dia rua cidadania santa felicidade recebe brinquedos infaveis festival ferias verao curitiba criancas poderao brincar divertir futebol balao inflavel alem muitos jogos diversas atividades pais filhos possam brincar juntos neste periodo ferias periodo janeiro fevereiro segunda sexta prefeitura curitiba realiza festival ferias verao espacos publicos todas regioes cidade confira locais enderecos horarios bairro centro esporte lazer xapinhal rua francisco claudino ferreira centro esporte lazer bairro novo rua ourizona rua cidadania boa vista avenida parana rua cidadania boqueirao avenida marechal floriano peixoto rua cidadania cajuru avenida prefeito mauricio fruet centro iniciacao esporte rua sebastiao ribeiro batista praca oswaldo cruz rua brigadeiro franco cras vila torres rua aquelino orestes baglioli centro esporte lazer zumbi palmares rua lothario boutin rua cidadania pinheirinho avenida winston churchill rua cidadania fazendinha rua carlos klemtz praca afonso botelho brigadeiro franco x engenheiros reboucas rua cidadania santa felicidade rua santa bertila boscardin centro esporte lazer santa rita rua carlos munhoz rocha
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019;2019-02-01;2019-02-01;0;*;Água Verde;Verão Curitiba;brinquedos infaveis festival ferias regional portaono dia praca afonso botelho recebe brinquedos infaveis festival ferias verao curitiba criancas poderao brincar divertir futebol balao inflavel alem muitos jogos diversas atividades pais filhos possam brincar juntos neste periodo ferias periodo janeiro fevereiro segunda sexta prefeitura curitiba realiza festival ferias verao espacos publicos todas regioes cidade confira locais enderecos horarios bairro centro esporte lazer xapinhal rua francisco claudino ferreira centro esporte lazer bairro novo rua ourizona rua cidadania boa vista avenida parana rua cidadania boqueirao avenida marechal floriano peixoto rua cidadania cajuru avenida prefeito mauricio fruet centro iniciacao esporte rua sebastiao ribeiro batista praca oswaldo cruz rua brigadeiro franco cras vila torres rua aquelino orestes baglioli centro esporte lazer zumbi palmares rua lothario boutin rua cidadania pinheirinho avenida winston churchill rua cidadania fazendinha rua carlos klemtz praca afonso botelho brigadeiro franco x engenheiros reboucas rua cidadania santa felicidade rua santa bertila boscardin centro esporte lazer santa rita rua carlos munhoz rocha
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019;2019-02-01;2019-02-01;0;*;Prado Velho;Verão Curitiba;brinquedos infaveis festival ferias regional matrizno dia cras vila torres recebe brinquedos infaveis festival ferias verao curitiba criancas poderao brincar divertir futebol balao inflavel alem muitos jogos diversas atividades pais filhos possam brincar juntos neste periodo ferias periodo janeiro fevereiro segunda sexta prefeitura curitiba realiza festival ferias verao espacos publicos todas regioes cidade confira locais enderecos horarios bairro centro esporte lazer xapinhal rua francisco claudino ferreira centro esporte lazer bairro novo rua ourizona rua cidadania boa vista avenida parana rua cidadania boqueirao avenida marechal floriano peixoto rua cidadania cajuru avenida prefeito mauricio fruet centro iniciacao esporte rua sebastiao ribeiro batista praca oswaldo cruz rua brigadeiro franco cras vila torres rua aquelino orestes baglioli centro esporte lazer zumbi palmares rua lothario boutin rua cidadania pinheirinho avenida winston churchill rua cidadania fazendinha rua carlos klemtz praca afonso botelho brigadeiro franco x engenheiros reboucas rua cidadania santa felicidade rua santa bertila boscardin centro esporte lazer santa rita rua carlos munhoz rocha
Slackline - Festival de Férias Verão Curitiba 2019;2019-02-02;2019-02-02;0;*;Sítio Cercado;Verão Curitiba;regional bairro novo oficina slackline festival ferias verao curitiba periodo janeiro fevereiro festival ferias verao curitiba leva oficina slackline centro esporte lazer bairro novo alem diversas atividades esportivas recreativas pais filhos possam brincar divertir juntos neste periodo ferias escolares
Slackline - Festival de Férias Verão Curitiba 2019;2019-02-08;2019-02-08;0;*;Sítio Cercado;Verão Curitiba;regional bairro novo oficina slackline festival ferias verao curitiba periodo janeiro fevereiro festival ferias verao curitiba leva oficina slackline centro esporte lazer xapinhal alem diversas atividades esportivas recreativas pais filhos possam brincar divertir juntos neste periodo ferias escolares
Badminton - Festival de Férias Verão Curitiba 2019;2019-01-28;2019-02-01;0;*;Sítio Cercado;Verão Curitiba;regional bairro novo oficina badminton festival ferias verao curitiba periodo janeiro fevereiro festival ferias verao curitiba leva oficina badminton centro esporte lazer xapinhal alem diversas atividades esportivas recreativas pais filhos possam brincar divertir juntos neste periodo ferias escolares
Badminton - Festival de Férias Verão Curitiba 2019;2019-01-28;2019-02-01;0;*;Sítio Cercado;Verão Curitiba;regional bairro novo oficina badminton festival ferias verao curitiba periodo janeiro fevereiro festival ferias verao curitiba leva oficina badminton centro esporte lazer bairro novo alem diversas atividades esportivas recreativas pais filhos possam brincar divertir juntos neste periodo ferias escolares
Jogos do Piá - Carrinhos de Rolimã no Festival de Férias Verão 2019;2019-01-28;2019-02-01;0;*;Cajuru;Verão Curitiba;carrinhos rolima trazidos programa jogos pia vao invadir festival ferias verao curitiba rua cidadania cajuru dia janeiro
Skate - Festival de Férias Verão Curitiba 2019;2019-01-28;2019-02-01;0;*;Cajuru;Verão Curitiba;skate vai invadir festival ferias verao curitiba rua cidadania cajuru dia janeiro divertida oficina aprender tecnicas iniciar neste esporte radical
Patinação - Festival de Férias Verão Curitiba 2019;2019-01-28;2019-01-28;0;*;Cajuru;Verão Curitiba;vamos patinar festival ferias verao curitiba venha conhecer divertir oficina patinacao rua cidadania cajuru dia
Capoeira - Festival de Férias Verão Curitiba 2019;2019-01-29;2019-01-29;1;"3;5";Capão Raso;Verão Curitiba;quer iniciar capoeira festival ferias verao curitiba traz rua cidadania pinheirinho dias oficina iniciacao capoeira muita alegria gingado ritmo berinbau
Brincando com Água - Parque Barigui;2019-02-01;2019-02-01;1;"1;7";Santo Inácio;Verão Curitiba;programacao verao curitiba novidade curitibinhas brincando agua composto tres brincadeiras gratuitas water ball bolas inflaveis permitem criancas entrar boiar sobre agua piscina inflavel fut sabao futebol disputado campo inflavel cheio agua sabao lona agua meninos meninas datas locais horarios brinquedos estarao parques periodo sabados domingos parque barigui waterball futsabao lona agua parque lago azul futsabao lona agua parque passauna waterball futsabao lona agua parque nautico futsabao lona agua sabao
Brincando com Água - Parque Lago Azul;2019-01-29;2019-01-31;1;"1;7";Ganchinho;Verão Curitiba;programacao verao curitiba novidade curitibinhas brincando agua composto tres brincadeiras gratuitas water ball bolas inflaveis permitem criancas entrar boiar sobre agua piscina inflavel fut sabao futebol disputado campo inflavel cheio agua sabao lona agua meninos meninas datas locais horarios brinquedos estarao parques periodo sabados domingos parque barigui waterball futsabao lona agua parque lago azul futsabao lona agua parque passauna waterball futsabao lona agua parque nautico futsabao lona agua sabao
Brincando com Água - Parque Barigui;2019-02-09;2019-02-10;1;"1;7";Santo Inácio;Verão Curitiba;verao curitiba termina minipedalinho waterball canoa havaiana ultimo fim semana projeto verao curitiba parques diversoes aquaticas brincando agua alem jogos gigantes tabuleiro emprestimo materiais pratica acoes brincando agua passam parques passauna barigui barigui nosabado edomingo criancas vao brincar waterball bola gigante inflavel colocada dentro piscina outra atracao futsabao futebol disputado campo inflavel agua sabao ainda lona ensaboada criancas passauna nodomingo havera piscina inflavel minipedalinho criancas anos idade passeios gratuitos canoa havaiana toda facilitar organizar atendimento minipedalinho waterball canoa havaiana distribuidas senhas partir parque nautico atracoes sabado domingo futsabao lona ensaboada ultima etapa copa verao curitiba vela radio controlada alem acompanhar disputas criancas pais vao poder conhecer esporte eteruma vivencia nautimodelismo clinica vela atividades gratuitas brincando agua feitas prefeitura patrocinio radio jovem pan apoio consorcio servopa agua diversaono parque lago azul feitas brincadeiras agua diversao garantida atividades recreativas esportivas havera emprestimo bolas kits betes frescobol mesas jogos gigantes tabuleiro atividades pais filhos brincarem juntos sabado domingo verao curitibaparque bariguisabado domingo waterball futsabao lona agua sabao brincando agua distribuicao senhas parque nauticosabado domingo futsabao lona agua sabao brincando agua nautimodelismoparque passaunadomingo minipedalinho piscina inflavel futsabao lona agua sabao canoa havaiana brincando agua distribuicao senhas parque lago azulsabado domingo emprestimo bolas kits betes frescobol mesas jogos gigantes tabuleiroem caso chuvas condicoes parques vierem colocar seguranca criancas risco atividades brincando agua verao curitiba parques parque barigui avenida candido hartmann bairro santo inacio lado museu automovel parque nautico avenida marechal floriano peixoto bairro boqueirao parque passauna rua angelo marqueto bairro augusta prainha lago proxima mirante parque lago azul rua colomba marlin bairro umbara
