EVE_TITULO,EVE_DATA_INICIO,EVE_DATA_TERMINO,EVE_REPETIR,EVE_DIA,BAI_DESCRICAO,ETE_DESCRICAO
Mostra Claudete Pereira Jorge,2019-06-29,2019-06-29,1,1;2;3;7,São Francisco,Cultura
Orquestra de Câmara da Cidade de Curitiba - Fantasia Brilhante Carmen,2019-06-30,2019-07-12,1,6;7,Centro,Cultura
Mutirão Social na Regional Matriz,2019-06-20,2019-06-23,1,4,Centro,Eventos Regionais
II mostra da Educação em Direitos Humanos,2019-06-28,2019-06-29,0,,Tatuquara,Educação
Dias do Cinema Ucraniano no Brasil,2019-06-26,2019-06-26,1,1;5;6;7,São Francisco,Cultura
Exposição ‘Bonecos Criativos’,2019-06-24,2019-06-28,1,1;3;4;5;6;7,Portão,Cultura
Seminário Soluções para o Desenvolvimento Sustentável,2019-06-27,2019-06-30,1,6,Santo Inácio,Simpósios/Similares
23ª TrekCon - A Amizade em Star Trek,2019-07-02,2019-07-30,1,1,Centro,Cultura
Informática Básica Liceu de Ofício Cajuru,2019-06-27,2019-06-28,0,,Cajuru,Eventos Regionais
Show A Palavra Amor – Mariá Sallum,2019-07-07,2019-07-07,1,3,Prado Velho,Cultura
45 Anos Camerata Antíqua de Curitiba - Dixit Dominus de Händel,2019-07-17,2019-08-07,1,6;7,Centro,Cultura
Show Aurora do Samba com Renata Fadel - Paiol Musical,2019-07-09,2019-07-09,1,6;7,Prado Velho,Cultura
Visita Guiada Temática: Erva-Mate,2019-07-05,2019-07-06,1,7,São Francisco,Cultura
Encontro das Nações,2019-07-12,2019-07-13,1,1;7,Centro,Cultura
Visita Guiada Noturna,2019-07-13,2019-07-13,1,5;6;7,São Francisco,Cultura
Show banda curitibana IMÃ - Paiol Musical,2019-07-13,2019-07-14,1,6;7,Prado Velho,Cultura
Festival de Inverno do Centro Histórico de Curitiba,2019-07-18,2019-07-20,0,,Centro,Cultura
Camerata apresenta Dixit Dominus de Händel em concerto gratuito,2019-07-19,2019-07-20,1,1,Centro,Cultura
"Espetáculo ""Histórias da Gente""",2019-07-18,2019-07-27,1,6,Alto Boqueirão,Cultura
Praça do Circo - Circo Rhoney Espetacular,2019-07-07,2019-07-07,1,6,Bigorrilho,Cultura
Segunda edição da Expo Educação começa nesta terça,2019-07-05,2019-07-05,0,,Santa Felicidade,Feiras
Lançamento do Concurso de Boas Práticas 2019,2019-07-12,2019-07-12,0,,Centro Cívico,Simpósios/Similares
1ª Mostra Paraná de Teatro de Bonecos,2019-07-01,2019-07-04,1,1;2;3;4;5;6,São Francisco,Cultura
CONSULTAS PÚBLICAS DA LOA 2020 - CIC,2019-07-11,2019-07-11,0,,Cidade Industrial de Curitiba,Simpósios/Similares
CONSULTAS PÚBLICAS DA LOA 2020 - BAIRRO NOVO,2019-07-14,2019-07-21,0,,Sítio Cercado,Simpósios/Similares
CONSULTAS PÚBLICAS DA LOA 2020 - PINHEIRINHO,2019-08-05,2019-08-05,0,,Pinheirinho,Simpósios/Similares
CONSULTAS PÚBLICAS DA LOA 2020 - TATUQUARA,2019-08-05,2019-08-05,0,,Tatuquara,Simpósios/Similares
CONSULTAS PÚBLICAS DA LOA 2020 - BOA VISTA,2019-08-06,2019-08-06,0,,Boa Vista,Simpósios/Similares
CONSULTAS PÚBLICAS DA LOA 2020 - SANTA FELICIDADE,2019-08-06,2019-08-06,0,,Santa Felicidade,Simpósios/Similares
CONSULTAS PÚBLICAS DA LOA 2020 - CAJURU,2019-08-07,2019-08-07,0,,Capão da Imbuia,Simpósios/Similares
CONSULTAS PÚBLICAS DA LOA 2020 - PORTÃO,2019-08-07,2019-08-07,1,5,Fazendinha,Simpósios/Similares
CONSULTAS PÚBLICAS DA LOA 2020 - MATRIZ,2019-08-08,2019-08-08,0,,Centro,Simpósios/Similares
Comemoração 30 Anos Armazém da Familia,2019-08-08,2019-08-08,1,4,Boa Vista,Eventos Regionais
Arraiá Regional Pinheirinho,2019-08-09,2019-08-09,1,5,Pinheirinho,Eventos Regionais
Dia do Feirante,2019-07-24,2019-07-24,1,6,Fazendinha,Eventos Regionais
Ação Social em Homenagem ao Dia dos Pais,2019-07-25,2019-07-25,1,3,Fazendinha,Eventos Regionais
Palestra em Homenagem ao Dia dos Pais e Agosto Azul,2019-08-23,2019-08-23,1,4,Fazendinha,Eventos Regionais
Oficina de Gestante,2019-08-06,2019-08-06,0,,Santa Cândida,Saúde
Boas Práticas de Manipulação e atualização das Normas Sanitárias,2019-08-07,2019-08-07,0,,São Lourenço,Saúde
Programa Escute o seu Coração no Parque,2019-07-30,2019-07-30,0,,Santo Inácio,Saúde
Hora do Mamaço,2019-08-05,2019-08-05,0,,Bacacheri,Saúde
"Teatro Infantil "" Era Um...Eram dois...Eram três""",2019-08-10,2019-08-10,0,,Campo Comprido,Cultura
Orientações Sanitárias para Salões de Beleza,2019-08-10,2019-08-10,0,,Centro,Saúde
Mercado Municipal completa 61 anos nesta sexta-feira,2019-08-13,2019-08-13,1,6,Jardim Botânico,Cultura
Oficina com Material Reciclado,2019-08-07,2019-08-07,0,,Cidade Industrial de Curitiba,Saúde
Formatura Guardas Municipais,2019-08-02,2019-08-02,1,3,São Francisco,Segurança
Leilão nº38 promovido pela Secretaria de Defesa Social e Trânsito,2019-08-17,2019-08-17,1,7,Portão,Trânsito
Leilão nº39 promovido pela Secretaria de Defesa Social e Trânsito,2019-08-06,2019-08-06,1,7,Portão,Trânsito
Prefeitura nos bairros,2019-08-17,2019-08-17,1,4,Hauer,Eventos Regionais
Entrega das obras de revitalização do (20º) Farol do Saber e Inovação,2019-08-17,2019-08-17,0,,Boqueirão,Inaugurações
Desfile Cívico Militar,2019-08-07,2019-08-07,1,7,Fazendinha,Eventos Regionais
Mutirão de Testes Rápidos – HIV/ Sífilis,2019-08-07,2019-08-07,0,,Cidade Industrial de Curitiba,Saúde
Mutirão  De Coleta De Preventivo,2019-08-31,2019-08-31,0,,Bacacheri,Saúde
Plá Rock'n Roll - O Filme,2019-08-24,2019-08-24,1,4,São Francisco,Cultura
Prefeitura Inaugura Horta Comunitária no Boqueirão,2019-08-24,2019-08-24,1,6,Boqueirão,Inaugurações
Happy Hour do Mercado Municipal acontece todas as quartas-feiras,2019-08-14,2019-08-14,1,4,Centro,Lazer
Paternidade responsável na Adolescência,2019-08-16,2019-08-16,0,,Bairro Alto,Saúde
AUDIÊNCIA PÚBLICA DA LOA 2020,2019-08-14,2019-12-12,0,,Santo Inácio,Simpósios/Similares
Desfile Cívico Militar do Pinheirinho,2019-08-21,2019-08-21,1,1,Capão Raso,Eventos Regionais
Revitalização da Horta Sambaqui Beneficia 40 Famílias,2019-09-27,2019-09-27,0,,Sítio Cercado,Inaugurações
Regional Pinheirinho ganha; nesta quinta-feira (29/8); o 21º Farol do,2019-09-01,2019-09-01,0,,Pinheirinho,Inaugurações
Festival Canta Curitiba - 2ª Etapa,2019-08-28,2019-08-28,0,,Cidade Industrial de Curitiba,Lazer
Festival Canta Curitiba - 3ª Etapa,2019-08-28,2019-08-29,0,,Pinheirinho,Lazer
Escolas municipais apresentam projetos na 2ª Mostra dos Faróis,2019-08-31,2019-08-31,0,,Rebouças,Educação
Festival Canta Curitiba - 4ª Etapa,2019-09-14,2019-09-14,0,,Boqueirão,Lazer
Palestra sobre Depressão e Prevenção ao Suicídio,2019-08-30,2019-08-30,1,3,Rebouças,Saúde
Curitiba recebe os campeões brasileiros no preparo de café,2019-09-21,2019-09-21,1,4;5;6;7,Centro,Eventos Regionais
Secretaria de Segurança Alimentar Participa de 7º Fórum de Agricultura,2019-09-10,2019-09-10,1,5;6,Centro Cívico,Simpósios/Similares
Evento Setembro Amarelo,2019-09-04,2019-09-07,1,3,Fazendinha,Saúde
Roda de Gestantes,2019-09-05,2019-09-06,0,,Centro,Saúde
Oficina das Gestantes,2019-09-24,2019-09-24,0,,São Francisco,Saúde
Oficina da Gestante,2019-09-25,2019-09-25,0,,São Francisco,Saúde
Oficina da Gestante,2019-09-11,2019-09-11,0,,São Francisco,Saúde
Oficina sobre Sobrepeso,2019-10-09,2019-10-09,0,,São Francisco,Saúde
Vale a pena viver,2019-11-13,2019-11-13,0,,Cidade Industrial de Curitiba,Saúde
PINTURA EM TELA,2019-09-17,2019-09-17,1,2,Sítio Cercado,Cultura
CURSO DE VIOLINO,2019-09-25,2019-09-25,1,4,Sítio Cercado,Cultura
